naringsregion_nr;spraak.alle_bhgalder.1.5_enhet.personer;spraak.alle_bhgalder.1_enhet.personer;spraak.alle_bhgalder.2_enhet.personer;spraak.alle_bhgalder.3_enhet.personer;spraak.alle_bhgalder.4_enhet.personer;spraak.alle_bhgalder.5_enhet.personer;spraak.alle_bhgalder.1.5_enhet.prosent;spraak.alle_bhgalder.1_enhet.prosent;spraak.alle_bhgalder.2_enhet.prosent;spraak.alle_bhgalder.3_enhet.prosent;spraak.alle_bhgalder.4_enhet.prosent;spraak.alle_bhgalder.5_enhet.prosent;spraak.minoritet_bhgalder.1.5_enhet.personer;spraak.minoritet_bhgalder.1_enhet.personer;spraak.minoritet_bhgalder.2_enhet.personer;spraak.minoritet_bhgalder.3_enhet.personer;spraak.minoritet_bhgalder.4_enhet.personer;spraak.minoritet_bhgalder.5_enhet.personer;spraak.minoritet_bhgalder.1.5_enhet.prosent;spraak.minoritet_bhgalder.1_enhet.prosent;spraak.minoritet_bhgalder.2_enhet.prosent;spraak.minoritet_bhgalder.3_enhet.prosent;spraak.minoritet_bhgalder.4_enhet.prosent;spraak.minoritet_bhgalder.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1_enhet.personer;spraak.ikke.minoritet_bhgalder.2_enhet.personer;spraak.ikke.minoritet_bhgalder.3_enhet.personer;spraak.ikke.minoritet_bhgalder.4_enhet.personer;spraak.ikke.minoritet_bhgalder.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1_enhet.prosent;spraak.ikke.minoritet_bhgalder.2_enhet.prosent;spraak.ikke.minoritet_bhgalder.3_enhet.prosent;spraak.ikke.minoritet_bhgalder.4_enhet.prosent;spraak.ikke.minoritet_bhgalder.5_enhet.prosent;barnikommune.alle_bhgalder.1.5_enhet.personer;barnikommune.alle_bhgalder.1_enhet.personer;barnikommune.alle_bhgalder.2_enhet.personer;barnikommune.alle_bhgalder.3_enhet.personer;barnikommune.alle_bhgalder.4_enhet.personer;barnikommune.alle_bhgalder.5_enhet.personer;barnikommune.alle_bhgalder.1.5_enhet.prosent;barnikommune.alle_bhgalder.1_enhet.prosent;barnikommune.alle_bhgalder.2_enhet.prosent;barnikommune.alle_bhgalder.3_enhet.prosent;barnikommune.alle_bhgalder.4_enhet.prosent;barnikommune.alle_bhgalder.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.2_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.3_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.4_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.2_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.3_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.4_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1_enhet.personer;barnikommune.barn.ellers_bhgalder.2_enhet.personer;barnikommune.barn.ellers_bhgalder.3_enhet.personer;barnikommune.barn.ellers_bhgalder.4_enhet.personer;barnikommune.barn.ellers_bhgalder.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1_enhet.prosent;barnikommune.barn.ellers_bhgalder.2_enhet.prosent;barnikommune.barn.ellers_bhgalder.3_enhet.prosent;barnikommune.barn.ellers_bhgalder.4_enhet.prosent;barnikommune.barn.ellers_bhgalder.5_enhet.prosent
38;1455;159;306;300;330;360;87,59783263;53;89,47368421;96,15384615;97,34513274;97,82608696;178;17;46;35;46;34;80,18018018;39,53488372;90,19607843;89,74358974;82,14285714;103,030303;1277;142;260;265;284;326;88,74218207;55,25291829;89,34707904;97,06959707;100,3533569;97,31343284;1661;300;342;312;339;368;100;100;100;100;100;100;222;43;51;39;56;33;13,3654425;14,33333333;14,9122807;12,5;16,51917404;8,967391304;1439;257;291;273;283;335;86,6345575;85,66666667;85,0877193;87,5;83,48082596;91,0326087
39;20219;2846;4059;4404;4541;4369;88,35816982;63,4984382;89,54334878;95,63517915;96,00422833;96,38208692;3211;384;681;737;750;659;75,65975495;42,1978022;75,5826859;88,0525687;87,10801394;89,65986395;17008;2462;3378;3667;3791;3710;91,24953055;68,924972;93,00660793;97,31953291;97,98397519;97,68299105;22883;4482;4533;4605;4730;4533;100;100;100;100;100;100;4244;910;901;837;861;735;18,54651925;20,30343597;19,8764615;18,17589577;18,20295983;16,21442753;18639;3572;3632;3768;3869;3798;81,45348075;79,69656403;80,1235385;81,82410423;81,79704017;83,78557247
40;15086;2419;3082;3137;3253;3195;91,5246011;72,57725773;93,36564677;96,79111385;97,22056186;97,94604537;2133;272;444;476;478;463;75,26464361;43,10618067;75,3820034;83,21678322;89,51310861;91,14173228;12953;2147;2638;2661;2775;2732;94,90072533;79,45965951;97,27138643;99,70026227;98,68421053;99,20116195;16483;3333;3301;3241;3346;3262;100;100;100;100;100;100;2834;631;589;572;534;508;17,19347206;18,93189319;17,84307786;17,6488738;15,95935445;15,57326793;13649;2702;2712;2669;2812;2754;82,80652794;81,06810681;82,15692214;82,3511262;84,04064555;84,42673207
41;1625;248;303;358;372;344;89,33479934;69,27374302;89,64497041;94,4591029;95,87628866;96,62921348;149;17;31;37;28;36;69,95305164;35,41666667;68,88888889;92,5;73,68421053;85,71428571;1476;231;272;321;344;308;91,90535492;74,51612903;92,83276451;94,69026549;98,28571429;98,08917197;1819;358;338;379;388;356;100;100;100;100;100;100;213;48;45;40;38;42;11,70973062;13,40782123;13,31360947;10,55408971;9,793814433;11,79775281;1606;310;293;339;350;314;88,29026938;86,59217877;86,68639053;89,44591029;90,20618557;88,20224719
42;1085;146;221;223;267;228;89,9668325;63,47826087;92,46861925;94,89361702;98,52398524;98,7012987;144;21;23;38;27;35;73,0964467;44,68085106;63,88888889;77,55102041;84,375;106,0606061;941;125;198;185;240;193;93,26065411;68,30601093;97,53694581;99,46236559;100,41841;97,47474747;1206;230;239;235;271;231;100;100;100;100;100;100;197;47;36;49;32;33;16,33499171;20,43478261;15,06276151;20,85106383;11,80811808;14,28571429;1009;183;203;186;239;198;83,66500829;79,56521739;84,93723849;79,14893617;88,19188192;85,71428571
43;763;94;152;177;170;170;90,94159714;63,51351351;92,12121212;97,79005525;98,26589595;98,8372093;67;5;10;16;16;20;80,72289157;31,25;76,92307692;114,2857143;80;100;696;89;142;161;154;150;92,06349206;67,42424242;93,42105263;96,40718563;100,6535948;98,68421053;839;148;165;181;173;172;100;100;100;100;100;100;83;16;13;14;20;20;9,89272944;10,81081081;7,878787879;7,73480663;11,56069364;11,62790698;756;132;152;167;153;152;90,10727056;89,18918919;92,12121212;92,26519337;88,43930636;88,37209302
44;2050;292;433;383;457;485;89,95173322;67,74941995;92,52136752;93,41463415;97,64957265;96,61354582;137;14;26;21;37;39;64,01869159;29,16666667;61,9047619;53,84615385;97,36842105;82,9787234;1913;278;407;362;420;446;92,63922518;72,5848564;95,5399061;97,57412399;97,6744186;98,02197802;2279;431;468;410;468;502;100;100;100;100;100;100;214;48;42;39;38;47;9,39008337;11,13689095;8,974358974;9,512195122;8,11965812;9,362549801;2065;383;426;371;430;455;90,60991663;88,86310905;91,02564103;90,48780488;91,88034188;90,6374502
45;634;77;135;129;126;167;85,90785908;54,60992908;87,66233766;94,16058394;96,92307692;94,88636364;58;6;12;11;12;17;63,04347826;31,57894737;60;78,57142857;80;70,83333333;576;71;123;118;114;150;89,16408669;58,19672131;91,79104478;95,93495935;99,13043478;98,68421053;738;141;154;137;130;176;100;100;100;100;100;100;92;19;20;14;15;24;12,46612466;13,4751773;12,98701299;10,2189781;11,53846154;13,63636364;646;122;134;123;115;152;87,53387534;86,5248227;87,01298701;89,7810219;88,46153846;86,36363636
46;3937;513;783;847;845;949;91,79295873;67,32283465;94,90909091;96,8;98,59976663;97,83505155;367;36;79;94;68;90;77,58985201;41,86046512;82,29166667;87,03703704;83,95061728;88,23529412;3570;477;704;753;777;859;93,55345912;70,56213018;96,57064472;98,17470665;100,128866;98,96313364;4289;762;825;875;857;970;100;100;100;100;100;100;473;86;96;108;81;102;11,0282117;11,28608924;11,63636364;12,34285714;9,451575263;10,51546392;3816;676;729;767;776;868;88,9717883;88,71391076;88,36363636;87,65714286;90,54842474;89,48453608
47;4430;659;906;927;929;1009;91,15226337;73,54910714;92,35474006;94,59183673;95,97107438;97,48792271;276;26;53;66;56;75;69,87341772;31,70731707;60,22727273;81,48148148;77,77777778;104,1666667;4154;633;853;861;873;934;93,03471445;77,76412776;95,52071669;95,7730812;97,43303571;96,98857736;4860;896;981;980;968;1035;100;100;100;100;100;100;395;82;88;81;72;72;8,127572016;9,151785714;8,970438328;8,265306122;7,438016529;6,956521739;4465;814;893;899;896;963;91,87242798;90,84821429;91,02956167;91,73469388;92,56198347;93,04347826
48;486;58;106;116;95;111;91,35338346;62,3655914;93,80530973;97,4789916;100;99,10714286;43;4;8;12;7;12;81,13207547;33,33333333;80;100;116,6666667;92,30769231;443;54;98;104;88;99;92,48434238;66,66666667;95,14563107;97,19626168;98,87640449;100;532;93;113;119;95;112;100;100;100;100;100;100;53;12;10;12;6;13;9,962406015;12,90322581;8,849557522;10,08403361;6,315789474;11,60714286;479;81;103;107;89;99;90,03759398;87,09677419;91,15044248;89,91596639;93,68421053;88,39285714
49;1715;233;333;379;382;388;92,20430108;70,60606061;94,87179487;96,93094629;97,44897959;97,97979798;228;28;55;45;34;66;86,36363636;50;85,9375;109,7560976;97,14285714;97,05882353;1487;205;278;334;348;322;93,17042607;74,81751825;96,8641115;95,42857143;97,4789916;98,17073171;1860;330;351;391;392;396;100;100;100;100;100;100;264;56;64;41;35;68;14,19354839;16,96969697;18,23361823;10,4859335;8,928571429;17,17171717;1596;274;287;350;357;328;85,80645161;83,03030303;81,76638177;89,5140665;91,07142857;82,82828283
50;1560;211;329;319;358;343;91,98113208;67,84565916;95,63953488;96,66666667;98,35164835;98,84726225;150;13;41;28;34;34;85,22727273;48,14814815;85,41666667;90,32258065;91,89189189;103,030303;1410;198;288;291;324;309;92,76315789;69,71830986;97,2972973;97,32441472;99,08256881;98,40764331;1696;311;344;330;364;347;100;100;100;100;100;100;176;27;48;31;37;33;10,37735849;8,681672026;13,95348837;9,393939394;10,16483516;9,510086455;1520;284;296;299;327;314;89,62264151;91,31832797;86,04651163;90,60606061;89,83516484;90,48991354
51;2095;288;404;472;468;463;94,41189725;73,46938776;96,882494;98,95178197;98,94291755;100,6521739;248;31;51;59;60;47;91,51291513;55,35714286;94,44444444;107,2727273;96,77419355;106,8181818;1847;257;353;413;408;416;94,81519507;76,48809524;97,24517906;97,86729858;99,27007299;100;2219;392;417;477;473;460;100;100;100;100;100;100;271;56;54;55;62;44;12,21270843;14,28571429;12,94964029;11,53039832;13,10782241;9,565217391;1948;336;363;422;411;416;87,78729157;85,71428571;87,05035971;88,46960168;86,89217759;90,43478261
52;3034;400;597;642;707;688;92,81125727;68,96551724;95,67307692;98,61751152;98,88111888;98,42632332;320;33;70;72;73;72;85,10638298;45,83333333;94,59459459;102,8571429;90,12345679;91,13924051;2714;367;527;570;634;616;93,81265123;72,24409449;95,81818182;98,10671256;100;99,35483871;3269;580;624;651;715;699;100;100;100;100;100;100;376;72;74;70;81;79;11,50198838;12,4137931;11,85897436;10,75268817;11,32867133;11,3018598;2893;508;550;581;634;620;88,49801162;87,5862069;88,14102564;89,24731183;88,67132867;88,6981402
53;3093;432;626;676;648;711;91,07773852;65,95419847;93,43283582;98,11320755;97,88519637;98,75;296;33;61;74;78;50;77,08333333;38,37209302;78,20512821;96,1038961;88,63636364;90,90909091;2797;399;565;602;570;661;92,86188579;70,12302285;95,43918919;98,36601307;99,30313589;99,39849624;3396;655;670;689;662;720;100;100;100;100;100;100;384;86;78;77;88;55;11,30742049;13,12977099;11,64179104;11,17561684;13,29305136;7,638888889;3012;569;592;612;574;665;88,69257951;86,87022901;88,35820896;88,82438316;86,70694864;92,36111111
54;879;114;186;168;201;210;90,99378882;67,4556213;93,46733668;94,91525424;98,52941176;96,77419355;147;24;34;27;35;27;75,77319588;51,06382979;73,91304348;75;109,375;81,81818182;732;90;152;141;166;183;94,81865285;73,7704918;99,34640523;100;96,51162791;99,45652174;966;169;199;177;204;217;100;100;100;100;100;100;194;47;46;36;32;33;20,08281573;27,81065089;23,11557789;20,33898305;15,68627451;15,20737327;772;122;153;141;172;184;79,91718427;72,18934911;76,88442211;79,66101695;84,31372549;84,79262673
55;2614;381;494;564;546;629;93,39049661;76,35270541;92,85714286;97,07401033;99,45355191;98,58934169;306;43;50;74;57;82;87,42857143;69,35483871;75,75757576;94,87179487;98,27586207;95,34883721;2308;338;444;490;489;547;94,24254798;77,34553776;95,27896996;97,41550696;99,59266802;99,0942029;2799;499;532;581;549;638;100;100;100;100;100;100;350;62;66;78;58;86;12,50446588;12,4248497;12,40601504;13,42512909;10,56466302;13,47962382;2449;437;466;503;491;552;87,49553412;87,5751503;87,59398496;86,57487091;89,43533698;86,52037618
56;4696;730;947;994;960;1065;93,00851654;74,33808554;95,46370968;97,16520039;98,96907216;98,42883549;467;61;92;101;107;106;75,08038585;45,86466165;75,40983607;81,4516129;91,45299145;84,12698413;4229;669;855;893;853;959;95,52744522;78,79858657;98,27586207;99,33259177;100;100,3138075;5049;982;992;1023;970;1082;100;100;100;100;100;100;622;133;122;124;117;126;12,31927114;13,54378819;12,2983871;12,12121212;12,06185567;11,64510166;4427;849;870;899;853;956;87,68072886;86,45621181;87,7016129;87,87878788;87,93814433;88,35489834
57;1217;177;242;270;263;265;91,77978884;65,31365314;97,9757085;98,9010989;98,13432836;99,25093633;52;:;11;14;14;10;92,85714286;.;100;100;100;142,8571429;1165;174;231;256;249;255;91,73228346;66,66666667;97,88135593;98,84169884;98,03149606;98,07692308;1326;271;247;273;268;267;100;100;100;100;100;100;56;10;11;14;14;7;4,223227753;3,6900369;4,453441296;5,128205128;5,223880597;2,621722846;1270;261;236;259;254;260;95,77677225;96,3099631;95,5465587;94,87179487;94,7761194;97,37827715
58;444;70;95;95;92;92;92,69311065;74,46808511;97,93814433;98,95833333;95,83333333;95,83333333;106;12;22;32;23;17;97,24770642;50;95,65217391;118,5185185;127,7777778;100;338;58;73;63;69;75;91,35135135;82,85714286;98,64864865;91,30434783;88,46153846;94,93670886;479;94;97;96;96;96;100;100;100;100;100;100;109;24;23;27;18;17;22,75574113;25,53191489;23,71134021;28,125;18,75;17,70833333;370;70;74;69;78;79;77,24425887;74,46808511;76,28865979;71,875;81,25;82,29166667
59;457;64;81;106;110;96;90,4950495;66,66666667;91,01123596;95,4954955;97,34513274;100;46;7;9;14;8;8;97,87234043;87,5;90;116,6666667;80;114,2857143;411;57;72;92;102;88;89,73799127;64,77272727;91,13924051;92,92929293;99,02912621;98,87640449;505;96;89;111;113;96;100;100;100;100;100;100;47;8;10;12;10;7;9,306930693;8,333333333;11,23595506;10,81081081;8,849557522;7,291666667;458;88;79;99;103;89;90,69306931;91,66666667;88,76404494;89,18918919;91,15044248;92,70833333
60;1217;194;218;249;277;279;93,90432099;74,9034749;96,88888889;99,20318725;97,19298246;101,0869565;91;14;16;23;17;21;97,84946237;48,27586207;160;121,0526316;100;116,6666667;1126;180;202;226;260;258;93,599335;78,26086957;93,95348837;97,4137931;97,01492537;100;1296;259;225;251;285;276;100;100;100;100;100;100;93;29;10;19;17;18;7,175925926;11,1969112;4,444444444;7,569721116;5,964912281;6,52173913;1203;230;215;232;268;258;92,82407407;88,8030888;95,55555556;92,43027888;94,03508772;93,47826087
61;14141;2306;2854;2943;3033;3005;94,28590479;77,95807978;96,41891892;99,02422611;98,57003575;99,14219729;1453;173;295;356;317;312;81,44618834;49,00849858;82,17270195;94,42970822;89,5480226;91,49560117;12688;2133;2559;2587;2716;2693;96,01937339;81,88099808;98,38523645;99,69171484;99,74293059;100,1115242;14998;2958;2960;2972;3077;3031;100;100;100;100;100;100;1784;353;359;377;354;341;11,89491932;11,93373901;12,12837838;12,68506057;11,50471238;11,25041241;13214;2605;2601;2595;2723;2690;88,10508068;88,06626099;87,87162162;87,31493943;88,49528762;88,74958759
62;349;54;62;69;74;90;96,40883978;90;96,875;95,83333333;98,66666667;98,9010989;28;:;6;5;6;9;100;.;.;62,5;75;128,5714286;321;52;56;64;68;81;96,10778443;.;.;100;101,4925373;96,42857143;362;60;64;72;75;91;100;100;100;100;100;100;28;:;:;8;8;7;7,73480663;.;.;11,11111111;10,66666667;7,692307692;334;:;:;64;67;84;92,26519337;.;.;88,88888889;89,33333333;92,30769231
63;1633;228;320;356;355;374;92,20779221;68,26347305;94,67455621;98,34254144;99,43977591;98,42105263;128;12;23;33;28;32;80,50314465;44,44444444;79,31034483;86,84210526;96,55172414;88,88888889;1505;216;297;323;327;342;93,36228288;70,35830619;96,11650485;99,69135802;99,69512195;99,41860465;1771;334;338;362;357;380;100;100;100;100;100;100;159;27;29;38;29;36;8,977978543;8,083832335;8,579881657;10,49723757;8,1232493;9,473684211;1612;307;309;324;328;344;91,02202146;91,91616766;91,42011834;89,50276243;91,8767507;90,52631579
64;3568;561;713;711;780;803;94,51655629;75,30201342;96,875;98,88734353;100,2570694;100,7528231;237;33;43;58;63;40;82,57839721;53,22580645;78,18181818;90,625;98,4375;95,23809524;3331;528;670;653;717;763;95,49885321;77,30600293;98,38472834;99,69465649;100,4201681;101,0596026;3775;745;736;719;778;797;100;100;100;100;100;100;287;62;55;64;64;42;7,602649007;8,322147651;7,472826087;8,901251739;8,22622108;5,269761606;3488;683;681;655;714;755;92,39735099;91,67785235;92,52717391;91,09874826;91,77377892;94,73023839
65;417;54;76;104;96;87;93,91891892;71,05263158;101,3333333;97,19626168;100;96,66666667;31;:;4;13;10;:;72,09302326;.;100;81,25;125;.;386;53;72;91;86;84;96,25935162;81,53846154;101,4084507;100;97,72727273;97,6744186;444;76;75;107;96;90;100;100;100;100;100;100;43;11;4;16;8;4;9,684684685;14,47368421;5,333333333;14,95327103;8,333333333;4,444444444;401;65;71;91;88;86;90,31531532;85,52631579;94,66666667;85,04672897;91,66666667;95,55555556
66;553;84;114;121;112;122;92,62981575;73,04347826;92,68292683;97,58064516;100;99,18699187;47;10;8;14;:;12;83,92857143;62,5;80;127,2727273;.;75;506;74;106;107;109;110;93,53049908;74,74747475;93,80530973;94,69026549;.;102,8037383;597;115;123;124;112;123;100;100;100;100;100;100;56;16;10;11;:;16;9,380234506;13,91304348;8,130081301;8,870967742;.;13,00813008;541;99;113;113;:;107;90,61976549;86,08695652;91,8699187;91,12903226;.;86,99186992
67;1103;163;208;232;247;253;90,85667216;68,77637131;90,43478261;97,4789916;97,24409449;99,21568627;104;14;23;16;25;26;74,82014388;43,75;65,71428571;76,19047619;92,59259259;108,3333333;999;149;185;216;222;227;92,93023256;72,68292683;94,87179487;99,53917051;97,79735683;98,26839827;1214;237;230;238;254;255;100;100;100;100;100;100;139;32;35;21;27;24;11,44975288;13,5021097;15,2173913;8,823529412;10,62992126;9,411764706;1075;205;195;217;227;231;88,55024712;86,4978903;84,7826087;91,17647059;89,37007874;90,58823529
68;714;108;132;135;156;183;94,07114625;75;96,35036496;95,74468085;100;101,1049724;80;20;17;14;14;15;106,6666667;105,2631579;154,5454545;100;93,33333333;93,75;634;88;115;121;142;168;92,69005848;70,4;91,26984127;95,27559055;100,7092199;101,8181818;759;144;137;141;156;181;100;100;100;100;100;100;75;19;11;14;15;16;9,881422925;13,19444444;8,02919708;9,929078014;9,615384615;8,839779006;684;125;126;127;141;165;90,11857708;86,80555556;91,97080292;90,07092199;90,38461538;91,16022099
69;619;92;132;127;132;136;89,71014493;68,65671642;88;93,38235294;100;98,55072464;64;10;11;17;14;12;68,08510638;38,46153846;50;94,44444444;107,6923077;80;555;82;121;110;118;124;93,12080537;75,92592593;94,53125;93,22033898;99,15966387;100,8130081;690;134;150;136;132;138;100;100;100;100;100;100;94;26;22;18;13;15;13,62318841;19,40298507;14,66666667;13,23529412;9,848484848;10,86956522;596;108;128;118;119;123;86,37681159;80,59701493;85,33333333;86,76470588;90,15151515;89,13043478
70;193;30;46;38;40;39;91,46919431;68,18181818;95,83333333;102,7027027;95,23809524;97,5;22;:;:;4;5;7;88;.;.;80;125;87,5;171;27;43;34;35;32;91,93548387;69,23076923;.;106,25;92,10526316;100;211;44;48;37;42;40;100;100;100;100;100;100;25;5;:;5;4;8;11,84834123;11,36363636;.;13,51351351;9,523809524;20;186;39;:;32;38;32;88,15165877;88,63636364;.;86,48648649;90,47619048;80
71;777;107;169;168;168;165;90,34883721;63,69047619;93,88888889;98,24561404;95,45454545;100;56;12;11;13;12;8;81,15942029;80;78,57142857;86,66666667;80;80;721;95;158;155;156;157;91,15044248;62,09150327;95,18072289;99,35897436;96,89440994;101,2903226;860;168;180;171;176;165;100;100;100;100;100;100;69;15;14;15;15;10;8,023255814;8,928571429;7,777777778;8,771929825;8,522727273;6,060606061;791;153;166;156;161;155;91,97674419;91,07142857;92,22222222;91,22807018;91,47727273;93,93939394
72;1703;266;329;337;373;398;93,98454746;80,12048193;94,26934097;96,56160458;99,73262032;97,54901961;117;11;30;27;27;22;85,40145985;64,70588235;90,90909091;75;103,8461538;88;1586;255;299;310;346;376;94,68656716;80,95238095;94,62025316;99,04153355;99,42528736;98,17232376;1812;332;349;349;374;408;100;100;100;100;100;100;137;17;33;36;26;25;7,560706402;5,120481928;9,455587393;10,31518625;6,951871658;6,12745098;1675;315;316;313;348;383;92,4392936;94,87951807;90,54441261;89,68481375;93,04812834;93,87254902
73;4265;680;836;876;904;969;93,71566689;78,79490151;94,57013575;96,68874172;98,9059081;98,47560976;332;49;73;58;82;70;88,06366048;64,47368421;90,12345679;103,5714286;89,13043478;97,22222222;3933;631;763;818;822;899;94,22616195;80,17789072;95,01867995;96,23529412;100;98,5745614;4551;863;884;906;914;984;100;100;100;100;100;100;377;76;81;56;92;72;8,28389365;8,806488992;9,162895928;6,181015453;10,06564551;7,317073171;4174;787;803;850;822;912;91,71610635;91,19351101;90,83710407;93,81898455;89,93435449;92,68292683
74;1265;167;263;279;294;262;90,16393443;65,7480315;93,59430605;93,93939394;98,98989899;95,62043796;113;16;29;28;25;15;78,47222222;57,14285714;90,625;73,68421053;96,15384615;75;1152;151;234;251;269;247;91,50119142;66,81415929;93,97590361;96,91119691;99,26199262;97,24409449;1403;254;281;297;297;274;100;100;100;100;100;100;144;28;32;38;26;20;10,2637206;11,02362205;11,38790036;12,79461279;8,754208754;7,299270073;1259;226;249;259;271;254;89,7362794;88,97637795;88,61209964;87,20538721;91,24579125;92,70072993
75;1133;177;208;268;237;243;85,70347958;65,31365314;89,27038627;94,36619718;89,43396226;90,33457249;120;14;33;25;25;23;75,94936709;46,66666667;97,05882353;92,59259259;86,20689655;60,52631579;1013;163;175;243;212;220;87,02749141;67,63485477;87,93969849;94,55252918;89,83050847;95,23809524;1322;271;233;284;265;269;100;100;100;100;100;100;158;30;34;27;29;38;11,9515885;11,0701107;14,59227468;9,507042254;10,94339623;14,12639405;1164;241;199;257;236;231;88,0484115;88,9298893;85,40772532;90,49295775;89,05660377;85,87360595
76;1526;229;320;311;325;341;90,13585351;68,35820896;93,56725146;94,24242424;98,18731118;96,05633803;171;20;38;27;56;30;84,2364532;50;79,16666667;87,09677419;116,6666667;83,33333333;1355;209;282;284;269;311;90,93959732;70,84745763;95,91836735;94,98327759;95,05300353;97,49216301;1693;335;342;330;331;355;100;100;100;100;100;100;203;40;48;31;48;36;11,99054932;11,94029851;14,03508772;9,393939394;14,50151057;10,14084507;1490;295;294;299;283;319;88,00945068;88,05970149;85,96491228;90,60606061;85,49848943;89,85915493
77;1827;257;363;367;430;410;91,48723085;67,63157895;94,04145078;98,12834225;96,84684685;99,27360775;181;23;36;32;51;39;85,78199052;46,93877551;80;96,96969697;104,0816327;111,4285714;1646;234;327;335;379;371;92,1612542;70,69486405;95,89442815;98,24046921;95,94936709;98,14814815;1997;380;386;374;444;413;100;100;100;100;100;100;211;49;45;33;49;35;10,56584877;12,89473684;11,65803109;8,823529412;11,03603604;8,474576271;1786;331;341;341;395;378;89,43415123;87,10526316;88,34196891;91,17647059;88,96396396;91,52542373
78;1537;216;300;319;330;372;91,32501485;66,25766871;92,59259259;97,25609756;100,6097561;98,67374005;138;22;21;33;34;28;87,34177215;55;75;94,28571429;117,2413793;107,6923077;1399;194;279;286;296;344;91,73770492;67,83216783;94,25675676;97,6109215;98,99665552;98,00569801;1683;326;324;328;328;377;100;100;100;100;100;100;158;40;28;35;29;26;9,387997623;12,26993865;8,641975309;10,67073171;8,841463415;6,896551724;1525;286;296;293;299;351;90,61200238;87,73006135;91,35802469;89,32926829;91,15853659;93,10344828
79;4601;780;874;947;1012;988;95,49605645;83,60128617;96,68141593;98,13471503;98,828125;99,59677419;407;59;74;90;109;75;80,75396825;55,14018692;72,54901961;97,82608696;90,08264463;91,46341463;4194;721;800;857;903;913;97,21835883;87,28813559;99,75062344;98,1672394;100;100,3296703;4818;933;904;965;1024;992;100;100;100;100;100;100;504;107;102;92;121;82;10,4607721;11,46838156;11,28318584;9,533678756;11,81640625;8,266129032;4314;826;802;873;903;910;89,5392279;88,53161844;88,71681416;90,46632124;88,18359375;91,73387097
80;682;98;142;134;171;137;90,21164021;64,90066225;94,66666667;97,10144928;96,61016949;97,85714286;48;6;13;10;10;9;97,95918367;60;100;125;90,90909091;128,5714286;634;92;129;124;161;128;89,67468175;65,24822695;94,16058394;95,38461538;96,98795181;96,2406015;756;151;150;138;177;140;100;100;100;100;100;100;49;10;13;8;11;7;6,481481481;6,622516556;8,666666667;5,797101449;6,214689266;5;707;141;137;130;166;133;93,51851852;93,37748344;91,33333333;94,20289855;93,78531073;95
81;2113;347;405;421;467;473;89,306847;72,44258873;90,40178571;93,55555556;96,09053498;94,03578529;237;36;38;48;59;56;79;48,64864865;65,51724138;97,95918367;98,33333333;94,91525424;1876;311;367;373;408;417;90,803485;76,79012346;94,1025641;93,01745636;95,77464789;93,91891892;2366;479;448;450;486;503;100;100;100;100;100;100;300;74;58;49;60;59;12,67962806;15,44885177;12,94642857;10,88888889;12,34567901;11,72962227;2066;405;390;401;426;444;87,32037194;84,55114823;87,05357143;89,11111111;87,65432099;88,27037773
82;589;83;95;131;124;156;89,37784522;62,87878788;91,34615385;95,62043796;100;96,2962963;27;6;5;10;4;:;87,09677419;42,85714286;.;142,8571429;100;.;562;77;90;121;120;154;89,49044586;65,25423729;.;93,07692308;100;.;659;132;104;137;124;162;100;100;100;100;100;100;31;14;:;7;4;:;4,704097117;10,60606061;.;5,109489051;3,225806452;.;628;118;:;130;120;:;95,29590288;89,39393939;.;94,89051095;96,77419355;.
83;1068;159;234;226;215;234;91,98966408;76,07655502;94,35483871;95,76271186;96,84684685;95,12195122;167;27;39;40;35;26;88,82978723;69,23076923;84,7826087;100;92,10526316;104;901;132;195;186;180;208;92,60020555;77,64705882;96,53465347;94,89795918;97,82608696;94,11764706;1161;209;248;236;222;246;100;100;100;100;100;100;188;39;46;40;38;25;16,19293712;18,66028708;18,5483871;16,94915254;17,11711712;10,16260163;973;170;202;196;184;221;83,80706288;81,33971292;81,4516129;83,05084746;82,88288288;89,83739837
